groupsize,protocol,operation,clientrole,setuptime,operationtime
128,FULL,remove,RECIPIENT,80.403562,110.316377
128,FULL,remove,RECIPIENT,73.680938,107.893775
128,FULL,remove,RECIPIENT,94.184831,108.371476
128,FULL,remove,RECIPIENT,93.935858,106.916843
128,FULL,remove,RECIPIENT,79.169658,107.242866
128,FULL,remove,RECIPIENT,81.691792,106.425766
128,FULL,remove,RECIPIENT,91.668701,108.76475
128,FULL,remove,RECIPIENT,91.665322,108.737688
128,FULL,remove,RECIPIENT,96.778401,108.785555
128,FULL,remove,RECIPIENT,84.112945,109.039987
128,FULL,remove,RECIPIENT,85.653553,108.068826
128,FULL,remove,RECIPIENT,91.490135,108.311418
128,FULL,remove,RECIPIENT,96.709294,108.976421
128,FULL,remove,RECIPIENT,95.340071,108.803641
128,FULL,remove,RECIPIENT,99.701236,108.505152
128,FULL,remove,RECIPIENT,83.37495,107.927935
128,FULL,remove,RECIPIENT,95.982956,109.424177
128,FULL,remove,RECIPIENT,94.791954,109.136747
128,FULL,remove,RECIPIENT,98.52115,108.384162
128,FULL,remove,RECIPIENT,85.986321,109.582443
128,FULL,remove,RECIPIENT,99.159298,109.309792
128,FULL,remove,RECIPIENT,79.101359,108.257428
128,FULL,remove,RECIPIENT,86.692656,109.274574
128,FULL,remove,RECIPIENT,78.007239,108.156756
128,FULL,remove,RECIPIENT,95.389894,108.010675
128,FULL,remove,RECIPIENT,93.879706,109.167419
128,FULL,remove,RECIPIENT,73.364307,107.874033
128,FULL,remove,RECIPIENT,98.089883,109.8848
128,FULL,remove,RECIPIENT,96.743792,108.207638
128,FULL,remove,RECIPIENT,89.698726,108.08236
128,FULL,remove,RECIPIENT,95.214377,108.512053
128,FULL,remove,RECIPIENT,89.664569,107.745402
128,FULL,remove,RECIPIENT,91.915959,108.249979
128,FULL,remove,RECIPIENT,93.767732,108.927935
128,FULL,remove,RECIPIENT,85.901322,108.38652
128,FULL,remove,RECIPIENT,96.09993,108.533636
128,FULL,remove,RECIPIENT,97.800792,107.0766
128,FULL,remove,RECIPIENT,94.746875,107.918888
128,FULL,remove,RECIPIENT,97.46326,108.900647
128,FULL,remove,RECIPIENT,93.601726,108.956999
128,FULL,remove,RECIPIENT,92.406345,108.221532
128,FULL,remove,RECIPIENT,90.41359,108.466278
128,FULL,remove,RECIPIENT,97.251766,109.118435
128,FULL,remove,RECIPIENT,94.821392,108.884273
128,FULL,remove,RECIPIENT,88.917632,108.903877
128,FULL,remove,RECIPIENT,99.631713,107.938797
128,FULL,remove,RECIPIENT,97.276444,109.07935
128,FULL,remove,RECIPIENT,98.33386,108.666511
128,FULL,remove,RECIPIENT,83.391779,108.822553
128,FULL,remove,RECIPIENT,96.546004,108.947854
128,FULL,remove,RECIPIENT,85.133835,108.784465
128,FULL,remove,RECIPIENT,83.001719,109.034608
128,FULL,remove,RECIPIENT,94.64679,109.277324
128,FULL,remove,RECIPIENT,89.446044,107.639411
128,FULL,remove,RECIPIENT,84.993733,109.814036
128,FULL,remove,RECIPIENT,96.491033,109.04921
128,FULL,remove,RECIPIENT,94.65517,108.614056
128,FULL,remove,RECIPIENT,85.210131,108.768412
128,FULL,remove,RECIPIENT,86.469754,108.56619
128,FULL,remove,RECIPIENT,86.778942,109.257987
128,FULL,remove,RECIPIENT,90.056679,108.868005
128,FULL,remove,RECIPIENT,84.946375,107.954498
128,FULL,remove,RECIPIENT,94.091975,109.147103
128,FULL,remove,RECIPIENT,95.535386,108.861152
128,FULL,remove,RECIPIENT,85.208221,108.767876
128,FULL,remove,RECIPIENT,94.36285,108.741874
128,FULL,remove,RECIPIENT,95.808591,109.242805
128,FULL,remove,RECIPIENT,92.535491,108.56689
128,FULL,remove,RECIPIENT,96.732673,108.896673
128,FULL,remove,RECIPIENT,95.352251,108.695456
128,FULL,remove,RECIPIENT,85.249313,106.965323
128,FULL,remove,RECIPIENT,97.914018,107.445539
128,FULL,remove,RECIPIENT,94.187798,108.707352
128,FULL,remove,RECIPIENT,96.049911,107.441184
128,FULL,remove,RECIPIENT,96.481716,109.435746
128,FULL,remove,RECIPIENT,90.231315,108.342764
128,FULL,remove,RECIPIENT,83.305681,109.186064
128,FULL,remove,RECIPIENT,98.095361,108.963395
128,FULL,remove,RECIPIENT,96.765855,108.947695
128,FULL,remove,RECIPIENT,94.336741,108.63053
128,FULL,remove,RECIPIENT,96.569799,108.708283
128,FULL,remove,RECIPIENT,94.299431,108.896919
128,FULL,remove,RECIPIENT,95.830852,108.978241
128,FULL,remove,RECIPIENT,95.411416,107.762014
128,FULL,remove,RECIPIENT,97.467719,108.596255
128,FULL,remove,RECIPIENT,79.893661,109.960127
128,FULL,remove,RECIPIENT,95.883808,107.744309
128,FULL,remove,RECIPIENT,96.534447,108.588507
128,FULL,remove,RECIPIENT,85.048025,108.834116
128,FULL,remove,RECIPIENT,77.406948,107.502211
128,FULL,remove,RECIPIENT,94.325909,108.233026
128,FULL,remove,RECIPIENT,96.074092,108.488631
128,FULL,remove,RECIPIENT,99.222386,108.443833
128,FULL,remove,RECIPIENT,95.391509,107.839907
64,FULL,add,SENDER,28.689961,44.265762
64,FULL,add,RECIPIENT,31.825026,48.124898
64,FULL,add,RECIPIENT,31.373658,47.892453
64,FULL,add,RECIPIENT,31.225449,46.877115
64,FULL,add,RECIPIENT,31.570127,48.534777
64,FULL,add,RECIPIENT,32.828529,47.764276
64,FULL,add,RECIPIENT,30.680493,47.938657
64,FULL,add,RECIPIENT,33.566238,48.063786
64,FULL,add,RECIPIENT,31.66036,47.762207
64,FULL,add,RECIPIENT,34.656853,47.213991
64,FULL,add,RECIPIENT,31.11391,47.463121
64,FULL,add,RECIPIENT,31.491922,47.310919
64,FULL,add,RECIPIENT,31.728256,48.020049
64,FULL,add,RECIPIENT,31.103701,47.535503
64,FULL,add,RECIPIENT,30.952733,47.80055
64,FULL,add,RECIPIENT,31.166455,47.502
64,FULL,add,RECIPIENT,31.208668,48.253603
64,FULL,add,RECIPIENT,30.877827,47.203904
64,FULL,add,RECIPIENT,32.200823,47.356527
64,FULL,add,RECIPIENT,31.531619,47.50352
64,FULL,add,RECIPIENT,33.503306,48.073818
64,FULL,add,RECIPIENT,30.62576,48.063744
64,FULL,add,RECIPIENT,33.04288,48.428162
64,FULL,add,RECIPIENT,32.372701,47.966745
64,FULL,add,RECIPIENT,30.788938,48.433032
64,FULL,add,RECIPIENT,32.405592,47.87598
64,FULL,add,RECIPIENT,31.433886,47.93083
64,FULL,add,RECIPIENT,31.088296,47.524546
64,FULL,add,RECIPIENT,34.957924,47.781636
64,FULL,add,RECIPIENT,31.312098,47.756699
64,FULL,add,RECIPIENT,31.017634,47.598854
64,FULL,add,RECIPIENT,32.143342,48.063903
64,FULL,add,RECIPIENT,31.609902,47.777325
64,FULL,add,RECIPIENT,34.965191,47.813678
64,FULL,add,RECIPIENT,31.887638,48.494264
64,FULL,add,RECIPIENT,30.624665,47.961472
64,FULL,add,RECIPIENT,31.767961,47.518319
64,FULL,add,RECIPIENT,32.427743,48.285794
64,FULL,add,RECIPIENT,34.639141,47.797478
64,FULL,add,RECIPIENT,30.799015,48.294722
64,FULL,add,RECIPIENT,34.904366,47.577834
64,FULL,add,RECIPIENT,32.130334,48.321317
64,FULL,add,RECIPIENT,33.165909,47.956702
64,FULL,add,RECIPIENT,35.293095,47.990401
64,FULL,add,RECIPIENT,30.941048,47.397573
64,FULL,add,RECIPIENT,34.889287,47.754969
64,FULL,add,RECIPIENT,35.385563,47.624411
64,FULL,add,RECIPIENT,34.933072,48.431663
64,FULL,add,RECIPIENT,32.179733,47.669296
64,FULL,add,RECIPIENT,34.533904,48.411943
64,FULL,add,RECIPIENT,35.574794,48.579415
64,FULL,add,RECIPIENT,32.450533,49.190279
64,FULL,add,RECIPIENT,33.82248,48.211429
64,FULL,add,RECIPIENT,35.321614,47.417786
64,FULL,add,RECIPIENT,35.437244,51.013346
64,FULL,add,RECIPIENT,35.171275,47.631426
64,FULL,add,RECIPIENT,31.024224,48.090119
64,FULL,add,RECIPIENT,34.910149,48.049907
64,FULL,add,RECIPIENT,33.136238,48.240475
64,FULL,add,RECIPIENT,31.444878,47.975412
64,FULL,add,RECIPIENT,37.100405,49.843236
64,FULL,add,RECIPIENT,34.417114,50.17518
64,FULL,add,RECIPIENT,34.74648,49.881946
64,FULL,add,RECIPIENT,35.165354,49.649845
32,FULL,remove,SENDER,10.361192,11.181908
32,FULL,remove,RECIPIENT,11.611818,0.871468
32,FULL,remove,RECIPIENT,11.401998,11.996838
32,FULL,remove,RECIPIENT,11.578671,11.923
32,FULL,remove,RECIPIENT,11.597778,11.701683
32,FULL,remove,RECIPIENT,11.716497,12.144354
32,FULL,remove,RECIPIENT,11.251048,11.499683
32,FULL,remove,RECIPIENT,11.432513,11.872311
32,FULL,remove,RECIPIENT,11.380448,12.199693
32,FULL,remove,RECIPIENT,11.558128,11.774807
32,FULL,remove,RECIPIENT,11.577869,11.701948
32,FULL,remove,RECIPIENT,11.245335,11.675687
32,FULL,remove,RECIPIENT,11.517492,12.143827
32,FULL,remove,RECIPIENT,11.345068,11.923412
32,FULL,remove,RECIPIENT,11.551514,11.837737
32,FULL,remove,RECIPIENT,11.446637,10.820485
32,FULL,remove,RECIPIENT,11.378495,11.731842
32,FULL,remove,RECIPIENT,11.483903,11.856751
32,FULL,remove,RECIPIENT,11.559548,11.890965
32,FULL,remove,RECIPIENT,11.456466,12.225086
32,FULL,remove,RECIPIENT,10.506938,11.646701
32,FULL,remove,RECIPIENT,11.405541,12.305589
32,FULL,remove,RECIPIENT,11.381151,12.25592
32,FULL,remove,RECIPIENT,11.591554,11.695342
32,FULL,remove,RECIPIENT,11.356322,11.178425
32,FULL,remove,RECIPIENT,11.638981,12.295954
32,FULL,remove,RECIPIENT,11.62628,12.018464
32,FULL,remove,RECIPIENT,10.971035,11.679567
32,FULL,remove,RECIPIENT,11.372839,12.280925
32,FULL,remove,RECIPIENT,11.356544,11.828072
32,FULL,remove,RECIPIENT,11.56947,12.061731
32,FULL,remove,RECIPIENT,10.70787,11.961762
128,FULL,add,SENDER,91.215078,117.157346
128,FULL,add,RECIPIENT,103.716973,122.900404
128,FULL,add,RECIPIENT,100.948379,121.456954
128,FULL,add,RECIPIENT,97.97484,122.800594
128,FULL,add,RECIPIENT,99.3331,122.529155
128,FULL,add,RECIPIENT,96.671053,122.716055
128,FULL,add,RECIPIENT,99.525838,122.664787
128,FULL,add,RECIPIENT,97.723197,121.806645
128,FULL,add,RECIPIENT,99.704701,122.714259
128,FULL,add,RECIPIENT,98.376414,121.89053
128,FULL,add,RECIPIENT,100.77964,122.818373
128,FULL,add,RECIPIENT,96.76136,122.816347
128,FULL,add,RECIPIENT,100.073774,123.297395
128,FULL,add,RECIPIENT,97.388486,122.878978
128,FULL,add,RECIPIENT,98.354626,122.878409
128,FULL,add,RECIPIENT,97.854584,122.453114
128,FULL,add,RECIPIENT,99.907174,122.678213
128,FULL,add,RECIPIENT,99.685478,122.471531
128,FULL,add,RECIPIENT,98.639,122.619879
128,FULL,add,RECIPIENT,99.171695,122.78952
128,FULL,add,RECIPIENT,98.905705,123.053391
128,FULL,add,RECIPIENT,98.040791,122.481628
128,FULL,add,RECIPIENT,97.499281,122.670469
128,FULL,add,RECIPIENT,99.089627,121.634547
128,FULL,add,RECIPIENT,99.728732,123.087567
128,FULL,add,RECIPIENT,97.05061,122.659762
128,FULL,add,RECIPIENT,100.416183,122.710802
128,FULL,add,RECIPIENT,99.224167,123.136327
128,FULL,add,RECIPIENT,99.297278,122.855472
128,FULL,add,RECIPIENT,98.658219,120.995852
128,FULL,add,RECIPIENT,100.502792,121.312068
128,FULL,add,RECIPIENT,98.800681,121.953136
128,FULL,add,RECIPIENT,98.961992,122.891249
128,FULL,add,RECIPIENT,98.269758,121.807247
128,FULL,add,RECIPIENT,98.650367,122.126425
128,FULL,add,RECIPIENT,95.972312,122.064833
128,FULL,add,RECIPIENT,98.673121,121.760812
128,FULL,add,RECIPIENT,89.127423,121.244659
128,FULL,add,RECIPIENT,98.45949,122.861748
128,FULL,add,RECIPIENT,99.944717,123.060376
128,FULL,add,RECIPIENT,96.971926,122.565103
128,FULL,add,RECIPIENT,98.987428,122.85183
128,FULL,add,RECIPIENT,98.847099,122.380303
128,FULL,add,RECIPIENT,100.157097,122.158457
128,FULL,add,RECIPIENT,102.798677,122.902149
128,FULL,add,RECIPIENT,97.077624,123.137263
128,FULL,add,RECIPIENT,99.463178,122.362727
128,FULL,add,RECIPIENT,95.095422,122.259869
128,FULL,add,RECIPIENT,99.689779,122.930579
128,FULL,add,RECIPIENT,99.965189,122.215882
128,FULL,add,RECIPIENT,99.335497,121.289616
128,FULL,add,RECIPIENT,97.441807,122.515327
128,FULL,add,RECIPIENT,98.434583,122.390349
128,FULL,add,RECIPIENT,99.304989,123.110498
128,FULL,add,RECIPIENT,100.769106,122.92064
128,FULL,add,RECIPIENT,97.800094,122.804693
128,FULL,add,RECIPIENT,97.975298,122.624368
128,FULL,add,RECIPIENT,91.459456,122.514634
128,FULL,add,RECIPIENT,99.267718,121.846132
128,FULL,add,RECIPIENT,99.37466,122.659984
128,FULL,add,RECIPIENT,98.152401,122.616542
128,FULL,add,RECIPIENT,97.935203,122.31516
128,FULL,add,RECIPIENT,97.908526,122.210217
128,FULL,add,RECIPIENT,99.855977,122.495146
128,FULL,add,RECIPIENT,106.262339,122.773127
128,FULL,add,RECIPIENT,99.302708,121.987475
128,FULL,add,RECIPIENT,98.373019,123.051614
128,FULL,add,RECIPIENT,98.012551,122.733141
128,FULL,add,RECIPIENT,98.383445,123.12733
128,FULL,add,RECIPIENT,99.259067,122.48248
128,FULL,add,RECIPIENT,99.080877,121.890451
128,FULL,add,RECIPIENT,99.67568,122.389689
128,FULL,add,RECIPIENT,99.577387,122.828256
128,FULL,add,RECIPIENT,97.64102,122.209867
128,FULL,add,RECIPIENT,98.626541,122.767603
128,FULL,add,RECIPIENT,98.019802,123.183357
128,FULL,add,RECIPIENT,100.291584,121.762414
128,FULL,add,RECIPIENT,99.969815,122.225597
128,FULL,add,RECIPIENT,97.38163,122.951078
128,FULL,add,RECIPIENT,99.302182,123.029558
128,FULL,add,RECIPIENT,96.499001,122.151474
128,FULL,add,RECIPIENT,97.822322,121.334519
128,FULL,add,RECIPIENT,95.834523,122.782803
128,FULL,add,RECIPIENT,98.667485,122.41618
128,FULL,add,RECIPIENT,99.553058,122.023685
128,FULL,add,RECIPIENT,99.328092,122.856263
128,FULL,add,RECIPIENT,97.587128,122.453942
128,FULL,add,RECIPIENT,98.181233,122.543256
128,FULL,add,RECIPIENT,98.276611,122.525657
128,FULL,add,RECIPIENT,96.296576,122.040492
128,FULL,add,RECIPIENT,98.043171,121.673274
128,FULL,add,RECIPIENT,98.970945,122.029572
128,FULL,add,RECIPIENT,97.529676,122.549696
128,FULL,add,RECIPIENT,99.435715,122.218992
128,FULL,add,RECIPIENT,100.643847,122.003417
128,FULL,add,RECIPIENT,98.046372,122.889087
128,FULL,add,RECIPIENT,99.176972,123.001894
128,FULL,add,RECIPIENT,97.752787,122.168522
128,FULL,add,RECIPIENT,99.409527,122.559203
128,FULL,add,RECIPIENT,99.424187,122.67282
128,FULL,add,RECIPIENT,97.487673,122.613819
128,FULL,add,RECIPIENT,98.157809,121.101825
128,FULL,add,RECIPIENT,99.969537,123.048032
128,FULL,add,RECIPIENT,98.654061,122.344872
128,FULL,add,RECIPIENT,98.516194,122.580708
128,FULL,add,RECIPIENT,97.281779,122.912081
128,FULL,add,RECIPIENT,97.076795,122.08418
128,FULL,add,RECIPIENT,98.493426,122.430581
128,FULL,add,RECIPIENT,97.821778,121.233269
128,FULL,add,RECIPIENT,100.678139,123.097772
128,FULL,add,RECIPIENT,105.593852,123.062195
128,FULL,add,RECIPIENT,100.162319,122.232392
128,FULL,add,RECIPIENT,97.607373,122.065699
128,FULL,add,RECIPIENT,97.312737,122.822498
128,FULL,add,RECIPIENT,99.012338,123.224333
128,FULL,add,RECIPIENT,98.714011,122.701975
128,FULL,add,RECIPIENT,98.148008,121.783084
128,FULL,add,RECIPIENT,105.475771,122.17573
128,FULL,add,RECIPIENT,104.202014,123.033922
128,FULL,add,RECIPIENT,98.322038,122.583377
128,FULL,add,RECIPIENT,99.384784,122.585865
128,FULL,add,RECIPIENT,99.408866,122.680706
128,FULL,add,RECIPIENT,100.092889,122.698356
128,FULL,add,RECIPIENT,97.987064,122.561604
128,FULL,add,RECIPIENT,98.064936,121.541643
128,FULL,add,RECIPIENT,92.028688,122.873695
128,FULL,add,RECIPIENT,97.482008,123.301929
128,FULL,add,RECIPIENT,107.320419,118.666292
90,FULL,add,SENDER,50.221998,74.949518
90,FULL,add,RECIPIENT,60.152924,78.543583
90,FULL,add,RECIPIENT,50.386033,79.036235
90,FULL,add,RECIPIENT,56.207745,79.336261
90,FULL,add,RECIPIENT,58.782692,78.870017
90,FULL,add,RECIPIENT,50.240711,79.284022
90,FULL,add,RECIPIENT,60.331215,79.274509
90,FULL,add,RECIPIENT,57.078911,78.163497
90,FULL,add,RECIPIENT,56.028637,79.428418
90,FULL,add,RECIPIENT,59.743578,79.417398
90,FULL,add,RECIPIENT,54.4684,79.210605
90,FULL,add,RECIPIENT,57.825787,79.693429
90,FULL,add,RECIPIENT,51.068172,79.309362
90,FULL,add,RECIPIENT,57.899747,78.89686
90,FULL,add,RECIPIENT,52.983763,79.166211
90,FULL,add,RECIPIENT,53.059103,79.361499
90,FULL,add,RECIPIENT,58.134735,79.097126
90,FULL,add,RECIPIENT,60.308958,78.492683
90,FULL,add,RECIPIENT,60.137075,79.371845
90,FULL,add,RECIPIENT,60.814243,79.687142
90,FULL,add,RECIPIENT,60.107732,79.070634
90,FULL,add,RECIPIENT,59.326692,78.776754
90,FULL,add,RECIPIENT,50.649424,78.57805
90,FULL,add,RECIPIENT,53.856464,78.344838
90,FULL,add,RECIPIENT,52.562147,79.078889
90,FULL,add,RECIPIENT,56.549946,78.889233
90,FULL,add,RECIPIENT,58.179295,79.29618
90,FULL,add,RECIPIENT,58.467068,79.038315
90,FULL,add,RECIPIENT,54.435686,79.292259
90,FULL,add,RECIPIENT,58.148497,78.113817
90,FULL,add,RECIPIENT,58.052531,79.019192
90,FULL,add,RECIPIENT,59.075876,79.279467
90,FULL,add,RECIPIENT,54.484322,78.662202
90,FULL,add,RECIPIENT,53.244819,79.327169
90,FULL,add,RECIPIENT,50.448978,79.465906
90,FULL,add,RECIPIENT,59.800486,79.141972
90,FULL,add,RECIPIENT,51.673875,79.002853
90,FULL,add,RECIPIENT,58.832172,79.386958
90,FULL,add,RECIPIENT,51.21223,77.024789
90,FULL,add,RECIPIENT,58.035028,79.345424
90,FULL,add,RECIPIENT,60.102737,79.314438
90,FULL,add,RECIPIENT,59.596707,79.564184
90,FULL,add,RECIPIENT,51.809671,78.202358
90,FULL,add,RECIPIENT,55.449667,78.963577
90,FULL,add,RECIPIENT,54.256574,79.028409
90,FULL,add,RECIPIENT,60.328691,78.820396
90,FULL,add,RECIPIENT,59.441574,79.193989
90,FULL,add,RECIPIENT,58.420173,78.908561
90,FULL,add,RECIPIENT,56.836599,79.36904
90,FULL,add,RECIPIENT,55.117099,79.160175
90,FULL,add,RECIPIENT,58.58833,79.290334
90,FULL,add,RECIPIENT,59.981032,79.1134
90,FULL,add,RECIPIENT,54.193354,78.869879
90,FULL,add,RECIPIENT,58.25995,77.987139
90,FULL,add,RECIPIENT,59.265431,79.455151
90,FULL,add,RECIPIENT,60.382935,79.979835
90,FULL,add,RECIPIENT,60.525342,79.316235
90,FULL,add,RECIPIENT,60.092023,79.651992
90,FULL,add,RECIPIENT,52.013517,78.357607
90,FULL,add,RECIPIENT,59.998499,79.353389
90,FULL,add,RECIPIENT,59.255569,79.404566
90,FULL,add,RECIPIENT,58.388734,78.854098
90,FULL,add,RECIPIENT,55.767932,79.558929
90,FULL,add,RECIPIENT,52.490696,79.080849
90,FULL,add,RECIPIENT,49.852293,79.044082
90,FULL,add,RECIPIENT,54.420194,78.942219
90,FULL,add,RECIPIENT,53.47296,79.488909
90,FULL,add,RECIPIENT,58.952203,79.641208
90,FULL,add,RECIPIENT,60.176736,79.058211
90,FULL,add,RECIPIENT,51.058534,78.474434
90,FULL,add,RECIPIENT,59.583169,78.498697
90,FULL,add,RECIPIENT,59.402928,79.470939
90,FULL,add,RECIPIENT,58.261466,78.406007
90,FULL,add,RECIPIENT,55.518549,78.83824
90,FULL,add,RECIPIENT,59.197894,79.294706
90,FULL,add,RECIPIENT,59.636952,79.653318
90,FULL,add,RECIPIENT,50.190278,78.539212
90,FULL,add,RECIPIENT,49.262811,79.384283
90,FULL,add,RECIPIENT,58.101143,79.290134
90,FULL,add,RECIPIENT,59.86422,79.075289
90,FULL,add,RECIPIENT,59.499186,79.286176
90,FULL,add,RECIPIENT,50.926052,79.231339
90,FULL,add,RECIPIENT,60.265456,79.494914
90,FULL,add,RECIPIENT,59.95162,80.152322
90,FULL,add,RECIPIENT,54.699502,79.495053
90,FULL,add,RECIPIENT,53.107015,79.145371
90,FULL,add,RECIPIENT,50.319673,78.75639
90,FULL,add,RECIPIENT,60.69542,78.988596
90,FULL,add,RECIPIENT,60.47219,78.690192
90,FULL,add,RECIPIENT,60.135044,78.646871
90,FULL,add,SENDER,47.339833,74.350654
90,FULL,add,RECIPIENT,60.616751,78.63133
90,FULL,add,RECIPIENT,57.849173,79.08329
90,FULL,add,RECIPIENT,55.058461,78.279772
90,FULL,add,RECIPIENT,53.199204,79.412544
90,FULL,add,RECIPIENT,58.212712,78.782971
90,FULL,add,RECIPIENT,58.058578,79.4144
90,FULL,add,RECIPIENT,54.254136,79.215847
90,FULL,add,RECIPIENT,56.190423,79.015352
90,FULL,add,RECIPIENT,57.56933,79.533402
90,FULL,add,RECIPIENT,53.20809,79.491862
90,FULL,add,RECIPIENT,57.694226,78.80637
90,FULL,add,RECIPIENT,59.500804,78.791859
90,FULL,add,RECIPIENT,57.776637,78.915575
90,FULL,add,RECIPIENT,52.850832,79.292863
90,FULL,add,RECIPIENT,59.648493,78.994402
90,FULL,add,RECIPIENT,55.119446,78.105929
90,FULL,add,RECIPIENT,54.842063,79.220469
90,FULL,add,RECIPIENT,58.595383,78.74409
90,FULL,add,RECIPIENT,53.133525,78.876725
90,FULL,add,RECIPIENT,54.520446,79.483115
90,FULL,add,RECIPIENT,52.437646,78.710563
90,FULL,add,RECIPIENT,58.555784,78.926689
90,FULL,add,RECIPIENT,58.769301,78.993505
90,FULL,add,RECIPIENT,57.229511,78.883048
90,FULL,add,RECIPIENT,57.599961,79.229075
90,FULL,add,RECIPIENT,55.40155,78.976277
90,FULL,add,RECIPIENT,59.58192,79.002951
90,FULL,add,RECIPIENT,60.087518,79.462198
90,FULL,add,RECIPIENT,53.633002,78.667173
90,FULL,add,RECIPIENT,56.562731,79.140594
90,FULL,add,RECIPIENT,58.450008,78.818882
90,FULL,add,RECIPIENT,56.254351,79.044283
90,FULL,add,RECIPIENT,59.047279,78.886888
90,FULL,add,RECIPIENT,53.767693,79.47916
90,FULL,add,RECIPIENT,59.29602,79.29891
90,FULL,add,RECIPIENT,56.942255,78.804566
90,FULL,add,RECIPIENT,55.871501,78.963583
90,FULL,add,RECIPIENT,57.65906,79.485265
90,FULL,add,RECIPIENT,57.619025,79.033948
90,FULL,add,RECIPIENT,55.06623,78.978145
90,FULL,add,RECIPIENT,58.704458,78.623423
90,FULL,add,RECIPIENT,54.389625,79.091975
90,FULL,add,RECIPIENT,56.505804,78.967488
90,FULL,add,RECIPIENT,52.872477,78.925198
90,FULL,add,RECIPIENT,53.170554,79.000202
90,FULL,add,RECIPIENT,50.973006,78.618575
90,FULL,add,RECIPIENT,57.535133,78.937104
90,FULL,add,RECIPIENT,58.033765,79.492319
90,FULL,add,RECIPIENT,59.783854,78.172505
90,FULL,add,RECIPIENT,53.96573,78.828756
90,FULL,add,RECIPIENT,56.038013,78.874331
90,FULL,add,RECIPIENT,57.281589,78.713354
90,FULL,add,RECIPIENT,54.281088,79.309992
90,FULL,add,RECIPIENT,57.077179,76.597098
90,FULL,add,RECIPIENT,52.345558,78.963773
90,FULL,add,RECIPIENT,56.917212,79.238617
90,FULL,add,RECIPIENT,52.850544,78.186911
90,FULL,add,RECIPIENT,58.1423,79.0375
90,FULL,add,RECIPIENT,59.247755,78.803548
90,FULL,add,RECIPIENT,49.858859,78.348528
90,FULL,add,RECIPIENT,50.633278,78.061787
90,FULL,add,RECIPIENT,52.699919,79.289014
90,FULL,add,RECIPIENT,56.324851,79.288098
90,FULL,add,RECIPIENT,59.320037,78.801575
90,FULL,add,RECIPIENT,56.607309,78.651407
90,FULL,add,RECIPIENT,56.562718,78.448453
90,FULL,add,RECIPIENT,55.004057,78.87815
90,FULL,add,RECIPIENT,56.683876,79.108655
90,FULL,add,RECIPIENT,51.955272,79.305545
90,FULL,add,RECIPIENT,53.542207,78.973655
90,FULL,add,RECIPIENT,51.299453,79.493405
90,FULL,add,RECIPIENT,60.153334,79.388338
90,FULL,add,RECIPIENT,56.58045,78.949545
90,FULL,add,RECIPIENT,59.209979,78.878022
90,FULL,add,RECIPIENT,60.801107,78.153377
90,FULL,add,RECIPIENT,54.871732,78.957934
90,FULL,add,RECIPIENT,56.081129,79.312421
90,FULL,add,RECIPIENT,55.996624,79.382151
90,FULL,add,RECIPIENT,53.17517,79.100393
90,FULL,add,RECIPIENT,54.482454,79.185969
90,FULL,add,RECIPIENT,55.662973,79.888626
90,FULL,add,RECIPIENT,55.72658,79.015054
90,FULL,add,RECIPIENT,58.846538,79.442365
90,FULL,add,RECIPIENT,58.327571,79.801389
90,FULL,add,RECIPIENT,57.977575,79.255622
90,FULL,add,RECIPIENT,54.200217,80.310877
90,FULL,add,RECIPIENT,56.352998,78.905973
90,FULL,add,RECIPIENT,58.321607,79.873267
90,FULL,add,RECIPIENT,62.639561,79.59247
64,FULL,remove,SENDER,29.43165,38.565496
64,FULL,remove,RECIPIENT,31.75078,1.517627
64,FULL,remove,RECIPIENT,32.348364,40.751871
64,FULL,remove,RECIPIENT,33.739812,40.157142
64,FULL,remove,RECIPIENT,31.171639,41.234038
64,FULL,remove,RECIPIENT,34.793927,39.098675
64,FULL,remove,RECIPIENT,31.051209,39.572342
64,FULL,remove,RECIPIENT,29.266787,39.437303
64,FULL,remove,RECIPIENT,32.942805,41.635503
64,FULL,remove,RECIPIENT,29.449386,39.687572
64,FULL,remove,RECIPIENT,34.850556,38.430785
64,FULL,remove,RECIPIENT,34.803417,41.923741
64,FULL,remove,RECIPIENT,31.058842,40.096874
64,FULL,remove,RECIPIENT,30.751838,39.072489
64,FULL,remove,RECIPIENT,28.762732,41.225088
64,FULL,remove,RECIPIENT,31.411678,41.682743
64,FULL,remove,RECIPIENT,28.943779,40.361178
64,FULL,remove,RECIPIENT,34.145701,41.903268
64,FULL,remove,RECIPIENT,30.993618,39.989847
64,FULL,remove,RECIPIENT,31.168541,39.749158
64,FULL,remove,RECIPIENT,29.367093,37.583685
64,FULL,remove,RECIPIENT,34.026122,41.66587
64,FULL,remove,RECIPIENT,28.941225,40.672645
64,FULL,remove,RECIPIENT,28.656519,41.463447
64,FULL,remove,RECIPIENT,29.457845,39.324632
64,FULL,remove,RECIPIENT,30.091382,39.770556
64,FULL,remove,RECIPIENT,30.12195,39.959866
64,FULL,remove,RECIPIENT,30.575534,40.616807
64,FULL,remove,RECIPIENT,29.878891,39.511209
64,FULL,remove,RECIPIENT,30.436738,40.103822
64,FULL,remove,RECIPIENT,33.033839,41.716316
64,FULL,remove,RECIPIENT,32.212391,40.801159
64,FULL,remove,RECIPIENT,34.856533,41.770104
64,FULL,remove,RECIPIENT,29.391282,39.872741
