groupsize,protocol,operation,clientrole,setuptime,operationtime
32,FULL,remove,SENDER,10.864154,10.729211
32,FULL,remove,RECIPIENT,12.135966,0.80443
32,FULL,remove,RECIPIENT,11.357494,11.065306
32,FULL,remove,RECIPIENT,12.002952,11.211777
32,FULL,remove,RECIPIENT,12.003764,11.372348
32,FULL,remove,RECIPIENT,11.675995,10.71583
32,FULL,remove,RECIPIENT,11.760993,11.231174
32,FULL,remove,RECIPIENT,11.94797,11.388457
32,FULL,remove,RECIPIENT,11.915116,11.728774
32,FULL,remove,RECIPIENT,11.373218,10.869884
32,FULL,remove,RECIPIENT,12.016028,10.813153
32,FULL,remove,RECIPIENT,11.889439,10.784977
32,FULL,remove,RECIPIENT,11.76075,10.190147
32,FULL,remove,RECIPIENT,10.42377,10.74477
32,FULL,remove,RECIPIENT,11.945606,11.112996
32,FULL,remove,RECIPIENT,11.330135,10.133781
32,FULL,remove,RECIPIENT,11.437262,11.679007
32,FULL,remove,RECIPIENT,10.358297,11.111213
32,FULL,remove,RECIPIENT,11.813993,10.614925
32,FULL,remove,RECIPIENT,12.107304,11.078232
32,FULL,remove,RECIPIENT,11.980027,10.968473
32,FULL,remove,RECIPIENT,10.707727,11.048629
32,FULL,remove,RECIPIENT,11.848029,10.817893
32,FULL,remove,RECIPIENT,11.798343,11.663254
32,FULL,remove,RECIPIENT,11.633771,10.752279
32,FULL,remove,RECIPIENT,12.308081,10.991854
32,FULL,remove,RECIPIENT,11.462385,10.891938
32,FULL,remove,RECIPIENT,11.676615,11.20538
32,FULL,remove,RECIPIENT,11.977132,10.921258
32,FULL,remove,RECIPIENT,11.208506,11.211332
32,FULL,remove,RECIPIENT,11.854882,11.072378
32,FULL,remove,RECIPIENT,12.002504,10.984402
11,FULL,message,SENDER,2.906561,0.104278
11,FULL,message,RECIPIENT,4.452855,0.732452
11,FULL,message,RECIPIENT,5.001175,0.753182
11,FULL,message,RECIPIENT,4.961889,0.461657
11,FULL,message,RECIPIENT,4.609311,0.808394
11,FULL,message,RECIPIENT,4.492483,0.503621
11,FULL,message,RECIPIENT,4.688779,0.809276
11,FULL,message,RECIPIENT,4.886797,0.696212
11,FULL,message,RECIPIENT,4.722025,0.390276
11,FULL,message,RECIPIENT,4.033272,0.428675
11,FULL,message,RECIPIENT,4.684129,0.751562
22,FULL,message,SENDER,6.780887,0.084136
22,FULL,message,RECIPIENT,8.908787,0.310493
22,FULL,message,RECIPIENT,8.307423,0.496126
22,FULL,message,RECIPIENT,8.100907,0.411032
22,FULL,message,RECIPIENT,8.344191,0.534393
22,FULL,message,RECIPIENT,8.126284,0.578208
22,FULL,message,RECIPIENT,8.32881,0.402971
22,FULL,message,RECIPIENT,8.525053,0.4216
22,FULL,message,RECIPIENT,8.426547,0.55674
22,FULL,message,RECIPIENT,8.205794,0.424369
22,FULL,message,RECIPIENT,8.409242,0.621251
22,FULL,message,RECIPIENT,8.346564,0.406202
22,FULL,message,RECIPIENT,8.146766,0.572952
22,FULL,message,RECIPIENT,8.428786,0.379576
22,FULL,message,RECIPIENT,8.443606,0.527371
22,FULL,message,RECIPIENT,7.98552,0.435723
22,FULL,message,RECIPIENT,8.329572,0.505037
22,FULL,message,RECIPIENT,8.051508,0.405522
22,FULL,message,RECIPIENT,8.216734,0.549491
22,FULL,message,RECIPIENT,7.676659,0.406977
22,FULL,message,RECIPIENT,7.725541,0.436932
22,FULL,message,RECIPIENT,8.870584,0.633863
64,FULL,remove,SENDER,20.831407,21.107401
64,FULL,remove,RECIPIENT,24.537074,1.163548
64,FULL,remove,RECIPIENT,23.150187,22.95057
64,FULL,remove,RECIPIENT,23.095136,22.143403
64,FULL,remove,RECIPIENT,23.23975,23.008617
64,FULL,remove,RECIPIENT,23.07472,22.844613
64,FULL,remove,RECIPIENT,23.926066,22.859934
64,FULL,remove,RECIPIENT,23.905485,23.100613
64,FULL,remove,RECIPIENT,23.845566,22.738493
64,FULL,remove,RECIPIENT,23.578098,22.684994
64,FULL,remove,RECIPIENT,23.530762,22.287288
64,FULL,remove,RECIPIENT,24.145856,23.180643
64,FULL,remove,RECIPIENT,23.576191,22.430226
64,FULL,remove,RECIPIENT,23.126577,23.675768
64,FULL,remove,RECIPIENT,23.380805,21.953842
64,FULL,remove,RECIPIENT,23.21059,21.44048
64,FULL,remove,RECIPIENT,23.135288,22.676225
64,FULL,remove,RECIPIENT,23.545352,23.0151
64,FULL,remove,RECIPIENT,21.713546,22.653633
64,FULL,remove,RECIPIENT,24.029189,22.251302
64,FULL,remove,RECIPIENT,23.127217,22.302125
64,FULL,remove,RECIPIENT,23.858705,22.567892
64,FULL,remove,RECIPIENT,23.016258,23.224345
64,FULL,remove,RECIPIENT,24.203938,23.040966
64,FULL,remove,RECIPIENT,23.604713,22.441125
64,FULL,remove,RECIPIENT,23.476026,23.022549
64,FULL,remove,RECIPIENT,23.328212,23.279514
64,FULL,remove,RECIPIENT,23.424193,22.927069
64,FULL,remove,RECIPIENT,23.619492,22.65786
64,FULL,remove,RECIPIENT,22.774182,22.831661
64,FULL,remove,RECIPIENT,23.514599,22.89616
64,FULL,remove,RECIPIENT,23.141534,22.96141
64,FULL,remove,RECIPIENT,23.322695,22.23035
64,FULL,remove,RECIPIENT,20.524351,22.932651
64,FULL,remove,RECIPIENT,22.602102,22.424761
64,FULL,remove,RECIPIENT,23.610573,23.118806
64,FULL,remove,RECIPIENT,23.907973,22.674539
64,FULL,remove,RECIPIENT,22.364605,22.546617
64,FULL,remove,RECIPIENT,23.395387,22.402928
64,FULL,remove,RECIPIENT,23.671526,23.002764
64,FULL,remove,RECIPIENT,23.20309,22.252683
64,FULL,remove,RECIPIENT,23.599534,22.647445
64,FULL,remove,RECIPIENT,23.756594,22.722254
64,FULL,remove,RECIPIENT,23.273353,23.212265
64,FULL,remove,RECIPIENT,23.053076,22.595621
64,FULL,remove,RECIPIENT,21.786623,21.341571
64,FULL,remove,RECIPIENT,23.880293,23.35519
64,FULL,remove,RECIPIENT,23.245014,23.429081
64,FULL,remove,RECIPIENT,22.960991,22.691014
64,FULL,remove,RECIPIENT,23.597692,22.882729
64,FULL,remove,RECIPIENT,23.693899,21.660641
64,FULL,remove,RECIPIENT,23.570739,23.033264
64,FULL,remove,RECIPIENT,22.986416,22.812403
64,FULL,remove,RECIPIENT,21.808595,22.712481
64,FULL,remove,RECIPIENT,22.483677,22.226375
64,FULL,remove,RECIPIENT,23.707056,22.834707
64,FULL,remove,RECIPIENT,23.775095,22.493514
64,FULL,remove,RECIPIENT,23.799543,22.094794
64,FULL,remove,RECIPIENT,24.264788,22.50833
64,FULL,remove,RECIPIENT,22.707825,22.942026
64,FULL,remove,RECIPIENT,23.11003,23.340147
64,FULL,remove,RECIPIENT,23.222246,22.58584
64,FULL,remove,RECIPIENT,22.361109,22.632947
64,FULL,remove,RECIPIENT,24.174453,22.246379
32,FULL,remove,SENDER,9.801254,10.269852
32,FULL,remove,RECIPIENT,11.878815,0.780543
32,FULL,remove,RECIPIENT,11.386679,10.805871
32,FULL,remove,RECIPIENT,11.377095,10.867097
32,FULL,remove,RECIPIENT,11.467392,10.925285
32,FULL,remove,RECIPIENT,11.706703,10.720208
32,FULL,remove,RECIPIENT,11.43966,10.878342
32,FULL,remove,RECIPIENT,11.435154,10.78141
32,FULL,remove,RECIPIENT,11.505567,10.883868
32,FULL,remove,RECIPIENT,11.494748,10.52967
32,FULL,remove,RECIPIENT,11.99105,10.826145
32,FULL,remove,RECIPIENT,11.585674,10.816605
32,FULL,remove,RECIPIENT,12.03246,10.451665
32,FULL,remove,RECIPIENT,11.40632,10.793276
32,FULL,remove,RECIPIENT,11.353285,10.723564
32,FULL,remove,RECIPIENT,10.046983,10.823718
32,FULL,remove,RECIPIENT,11.599774,10.754947
32,FULL,remove,RECIPIENT,11.336226,10.599052
32,FULL,remove,RECIPIENT,11.397491,10.743032
32,FULL,remove,RECIPIENT,11.815487,10.786731
32,FULL,remove,RECIPIENT,11.916308,10.84684
32,FULL,remove,RECIPIENT,11.983607,10.70366
32,FULL,remove,RECIPIENT,10.074702,10.284191
32,FULL,remove,RECIPIENT,11.645981,10.972858
32,FULL,remove,RECIPIENT,11.485655,10.42665
32,FULL,remove,RECIPIENT,10.597455,10.520187
32,FULL,remove,RECIPIENT,11.378743,9.560902
32,FULL,remove,RECIPIENT,11.822725,11.109752
32,FULL,remove,RECIPIENT,11.610745,10.685659
32,FULL,remove,RECIPIENT,11.101863,10.824135
32,FULL,remove,RECIPIENT,11.687115,8.448212
32,FULL,remove,RECIPIENT,10.469577,10.191417
128,FULL,add,SENDER,48.936043,55.202376
128,FULL,add,RECIPIENT,51.247911,57.414838
128,FULL,add,RECIPIENT,51.500519,58.197678
128,FULL,add,RECIPIENT,51.800731,58.471298
128,FULL,add,RECIPIENT,51.012699,58.273679
128,FULL,add,RECIPIENT,52.08002,56.429309
128,FULL,add,RECIPIENT,52.530041,57.042689
128,FULL,add,RECIPIENT,52.102505,57.589411
128,FULL,add,RECIPIENT,52.449428,56.289304
128,FULL,add,RECIPIENT,50.269841,57.29301
128,FULL,add,RECIPIENT,52.492377,57.270801
128,FULL,add,RECIPIENT,52.00196,57.163891
128,FULL,add,RECIPIENT,51.866209,55.93032
128,FULL,add,RECIPIENT,52.307587,56.164922
128,FULL,add,RECIPIENT,51.448644,58.404978
128,FULL,add,RECIPIENT,52.482316,57.779084
128,FULL,add,RECIPIENT,51.191027,56.784201
128,FULL,add,RECIPIENT,52.317891,57.7365
128,FULL,add,RECIPIENT,52.379395,57.717256
128,FULL,add,RECIPIENT,52.133866,57.911425
128,FULL,add,RECIPIENT,51.800486,58.356851
128,FULL,add,RECIPIENT,51.412814,57.559197
128,FULL,add,RECIPIENT,52.423227,56.782161
128,FULL,add,RECIPIENT,51.309756,57.336543
128,FULL,add,RECIPIENT,51.8781,57.447891
128,FULL,add,RECIPIENT,50.993831,57.397232
128,FULL,add,RECIPIENT,49.647162,58.218619
128,FULL,add,RECIPIENT,51.268982,57.971733
128,FULL,add,RECIPIENT,51.579456,57.413432
128,FULL,add,RECIPIENT,52.107818,57.555664
128,FULL,add,RECIPIENT,51.153498,57.826342
128,FULL,add,RECIPIENT,52.099692,57.526516
128,FULL,add,RECIPIENT,51.323297,57.88826
128,FULL,add,RECIPIENT,50.473058,56.084768
128,FULL,add,RECIPIENT,52.502637,56.377925
128,FULL,add,RECIPIENT,51.947651,58.208545
128,FULL,add,RECIPIENT,49.619773,58.081708
128,FULL,add,RECIPIENT,51.388797,57.792662
128,FULL,add,RECIPIENT,51.227678,56.784733
128,FULL,add,RECIPIENT,52.563697,57.260811
128,FULL,add,RECIPIENT,52.791756,57.662335
128,FULL,add,RECIPIENT,51.670039,57.714042
128,FULL,add,RECIPIENT,50.766849,58.351346
128,FULL,add,RECIPIENT,50.733847,55.521888
128,FULL,add,RECIPIENT,51.175115,55.563503
128,FULL,add,RECIPIENT,48.166901,56.640607
128,FULL,add,RECIPIENT,50.589388,57.95858
128,FULL,add,RECIPIENT,52.510397,57.519739
128,FULL,add,RECIPIENT,50.211217,57.206708
128,FULL,add,RECIPIENT,52.212243,57.332318
128,FULL,add,RECIPIENT,50.633452,56.607084
128,FULL,add,RECIPIENT,52.648146,57.946045
128,FULL,add,RECIPIENT,50.958011,57.618025
128,FULL,add,RECIPIENT,50.458064,56.917498
128,FULL,add,RECIPIENT,51.860511,56.927669
128,FULL,add,RECIPIENT,49.993585,57.942491
128,FULL,add,RECIPIENT,51.154153,57.622996
128,FULL,add,RECIPIENT,52.103621,58.334512
128,FULL,add,RECIPIENT,50.899134,55.752204
128,FULL,add,RECIPIENT,51.988003,56.828675
128,FULL,add,RECIPIENT,50.862237,57.745305
128,FULL,add,RECIPIENT,52.187144,57.135293
128,FULL,add,RECIPIENT,52.442873,58.200883
128,FULL,add,RECIPIENT,51.99967,56.650245
128,FULL,add,RECIPIENT,50.876242,57.969617
128,FULL,add,RECIPIENT,51.496017,56.767511
128,FULL,add,RECIPIENT,51.179988,57.117758
128,FULL,add,RECIPIENT,50.992249,54.248275
128,FULL,add,RECIPIENT,51.366511,56.637284
128,FULL,add,RECIPIENT,52.580016,57.674367
128,FULL,add,RECIPIENT,52.093439,57.058278
128,FULL,add,RECIPIENT,50.856443,57.414507
128,FULL,add,RECIPIENT,51.367251,57.810962
128,FULL,add,RECIPIENT,51.393698,57.851899
128,FULL,add,RECIPIENT,52.306296,57.157238
128,FULL,add,RECIPIENT,51.872029,57.978507
128,FULL,add,RECIPIENT,52.170436,57.854655
128,FULL,add,RECIPIENT,52.311388,57.685192
128,FULL,add,RECIPIENT,52.213719,57.314515
128,FULL,add,RECIPIENT,52.146842,57.081222
128,FULL,add,RECIPIENT,51.685211,57.398037
128,FULL,add,RECIPIENT,51.393716,56.872014
128,FULL,add,RECIPIENT,52.005081,57.126948
128,FULL,add,RECIPIENT,51.265618,57.341603
128,FULL,add,RECIPIENT,51.186002,56.748632
128,FULL,add,RECIPIENT,52.251648,57.67461
128,FULL,add,RECIPIENT,52.371534,58.082642
128,FULL,add,RECIPIENT,51.245786,56.413083
128,FULL,add,RECIPIENT,51.659285,58.083761
128,FULL,add,RECIPIENT,50.568566,58.063966
128,FULL,add,RECIPIENT,50.797297,59.141252
128,FULL,add,RECIPIENT,49.719633,57.144692
128,FULL,add,RECIPIENT,50.731254,57.86927
128,FULL,add,RECIPIENT,52.095533,57.814722
128,FULL,add,RECIPIENT,52.519917,55.505946
128,FULL,add,RECIPIENT,51.427766,58.193177
128,FULL,add,RECIPIENT,52.951895,57.344424
128,FULL,add,RECIPIENT,52.339779,57.697407
128,FULL,add,RECIPIENT,52.047232,57.866718
128,FULL,add,RECIPIENT,50.355875,57.460172
128,FULL,add,RECIPIENT,51.243292,57.340134
128,FULL,add,RECIPIENT,51.811917,57.782895
128,FULL,add,RECIPIENT,51.452188,56.935832
128,FULL,add,RECIPIENT,52.164031,57.299537
128,FULL,add,RECIPIENT,52.263862,57.807696
128,FULL,add,RECIPIENT,51.002723,58.011305
128,FULL,add,RECIPIENT,51.845158,57.979914
128,FULL,add,RECIPIENT,51.13579,57.860926
128,FULL,add,RECIPIENT,49.829923,57.363
128,FULL,add,RECIPIENT,51.42127,57.50445
128,FULL,add,RECIPIENT,52.471994,56.950265
128,FULL,add,RECIPIENT,52.556511,56.72382
128,FULL,add,RECIPIENT,50.556411,57.399141
128,FULL,add,RECIPIENT,52.092952,57.23189
128,FULL,add,RECIPIENT,52.363678,57.696289
128,FULL,add,RECIPIENT,51.631802,57.463383
128,FULL,add,RECIPIENT,50.708433,57.597962
128,FULL,add,RECIPIENT,52.098243,56.920992
128,FULL,add,RECIPIENT,52.052069,58.355409
128,FULL,add,RECIPIENT,52.269749,56.202735
128,FULL,add,RECIPIENT,51.089677,57.171694
128,FULL,add,RECIPIENT,51.94082,57.457287
128,FULL,add,RECIPIENT,50.189028,57.873122
128,FULL,add,RECIPIENT,50.494493,57.186811
128,FULL,add,RECIPIENT,50.988579,58.140138
128,FULL,add,RECIPIENT,50.997033,58.203363
128,FULL,add,RECIPIENT,51.266372,57.235443
128,FULL,add,RECIPIENT,52.051362,57.63219
22,FULL,message,SENDER,7.361235,0.125741
22,FULL,message,RECIPIENT,8.109242,0.450695
22,FULL,message,RECIPIENT,7.923861,0.407204
22,FULL,message,RECIPIENT,7.687239,0.388133
22,FULL,message,RECIPIENT,8.496904,0.283015
22,FULL,message,RECIPIENT,8.064208,0.459889
22,FULL,message,RECIPIENT,7.900426,0.433929
22,FULL,message,RECIPIENT,6.929647,0.286898
22,FULL,message,RECIPIENT,7.948613,0.418069
22,FULL,message,RECIPIENT,8.415665,0.404944
22,FULL,message,RECIPIENT,8.058915,0.364011
22,FULL,message,RECIPIENT,8.472308,0.409279
22,FULL,message,RECIPIENT,7.972997,0.258764
22,FULL,message,RECIPIENT,8.049816,0.376447
22,FULL,message,RECIPIENT,7.986059,0.381405
22,FULL,message,RECIPIENT,8.07244,0.386703
22,FULL,message,RECIPIENT,8.240426,0.266533
22,FULL,message,RECIPIENT,7.904152,0.415041
22,FULL,message,RECIPIENT,7.975924,0.386036
22,FULL,message,RECIPIENT,8.081422,0.374269
22,FULL,message,RECIPIENT,8.152804,0.259343
22,FULL,message,RECIPIENT,8.314447,0.378618
11,FULL,message,SENDER,3.418121,0.136699
11,FULL,message,RECIPIENT,4.373893,0.451706
11,FULL,message,RECIPIENT,4.429815,0.435093
11,FULL,message,RECIPIENT,4.181375,0.558844
11,FULL,message,RECIPIENT,3.786499,0.378417
11,FULL,message,RECIPIENT,4.455342,0.412576
11,FULL,message,RECIPIENT,4.412684,0.272945
11,FULL,message,RECIPIENT,4.117389,0.303577
11,FULL,message,RECIPIENT,4.403163,0.453552
11,FULL,message,RECIPIENT,3.957991,0.400775
11,FULL,message,RECIPIENT,4.183015,0.466426
16,FULL,message,SENDER,5.019038,0.084552
16,FULL,message,RECIPIENT,8.275443,0.4347
16,FULL,message,RECIPIENT,6.154615,0.394687
16,FULL,message,RECIPIENT,5.613264,0.393258
16,FULL,message,RECIPIENT,6.136498,0.404239
16,FULL,message,RECIPIENT,8.699624,0.401371
16,FULL,message,RECIPIENT,7.748157,0.269249
16,FULL,message,RECIPIENT,5.929162,0.472484
16,FULL,message,RECIPIENT,5.877277,0.403348
16,FULL,message,RECIPIENT,6.495204,0.382797
16,FULL,message,RECIPIENT,5.987484,0.444469
16,FULL,message,RECIPIENT,7.83727,0.378594
16,FULL,message,RECIPIENT,6.024009,0.380676
16,FULL,message,RECIPIENT,5.758933,0.380887
16,FULL,message,RECIPIENT,6.04722,0.392535
16,FULL,message,RECIPIENT,5.569755,0.381701
11,FULL,update,SENDER,3.528978,3.347819
11,FULL,update,RECIPIENT,4.482133,3.954667
11,FULL,update,RECIPIENT,4.333653,3.626963
11,FULL,update,RECIPIENT,4.676115,3.874145
11,FULL,update,RECIPIENT,3.986568,3.854922
11,FULL,update,RECIPIENT,4.634454,3.889404
11,FULL,update,RECIPIENT,4.493788,3.776019
11,FULL,update,RECIPIENT,4.433688,2.916044
11,FULL,update,RECIPIENT,4.306865,3.846495
11,FULL,update,RECIPIENT,4.335047,2.722243
11,FULL,update,RECIPIENT,4.518384,2.567272
8,FULL,add,SENDER,2.619111,2.816935
8,FULL,add,RECIPIENT,4.157023,4.688771
8,FULL,add,RECIPIENT,4.037658,4.803928
8,FULL,add,RECIPIENT,3.997478,4.380503
8,FULL,add,RECIPIENT,3.387157,4.703235
8,FULL,add,RECIPIENT,3.925259,4.703712
8,FULL,add,RECIPIENT,3.28304,4.765545
8,FULL,add,RECIPIENT,3.795718,4.803031
8,FULL,add,SENDER,3.567021,2.565877
8,FULL,add,RECIPIENT,5.454177,4.268285
8,FULL,add,RECIPIENT,5.540938,4.486869
8,FULL,add,RECIPIENT,4.700926,4.256269
8,FULL,add,RECIPIENT,5.544074,3.05951
8,FULL,add,RECIPIENT,5.517382,4.524981
8,FULL,add,RECIPIENT,5.482588,4.504479
8,FULL,add,RECIPIENT,5.411971,4.463907
45,FULL,message,SENDER,15.725802,0.127388
45,FULL,message,RECIPIENT,16.219399,0.558017
45,FULL,message,RECIPIENT,16.840806,0.62215
45,FULL,message,RECIPIENT,16.303212,0.630755
45,FULL,message,RECIPIENT,16.430585,0.415973
45,FULL,message,RECIPIENT,16.210494,0.513586
45,FULL,message,RECIPIENT,16.360041,0.41807
45,FULL,message,RECIPIENT,16.732367,0.535009
45,FULL,message,RECIPIENT,16.262283,0.511589
45,FULL,message,RECIPIENT,16.622399,0.489921
45,FULL,message,RECIPIENT,16.395837,0.509206
45,FULL,message,RECIPIENT,16.52837,0.400273
45,FULL,message,RECIPIENT,16.566737,0.477651
45,FULL,message,RECIPIENT,16.620199,0.436872
45,FULL,message,RECIPIENT,16.15952,0.391436
45,FULL,message,RECIPIENT,16.523801,0.399844
45,FULL,message,RECIPIENT,16.281727,0.439281
45,FULL,message,RECIPIENT,15.99158,0.496961
45,FULL,message,RECIPIENT,16.464569,0.509745
45,FULL,message,RECIPIENT,16.731836,0.440478
45,FULL,message,RECIPIENT,16.746999,0.433446
45,FULL,message,RECIPIENT,15.740526,0.405173
45,FULL,message,RECIPIENT,16.628597,0.389088
45,FULL,message,RECIPIENT,16.042126,0.406632
45,FULL,message,RECIPIENT,16.852528,0.436891
45,FULL,message,RECIPIENT,16.527562,0.438096
45,FULL,message,RECIPIENT,16.129264,0.437724
45,FULL,message,RECIPIENT,16.309661,0.44844
45,FULL,message,RECIPIENT,16.598492,0.429223
45,FULL,message,RECIPIENT,16.359543,0.426725
45,FULL,message,RECIPIENT,15.181241,0.495245
45,FULL,message,RECIPIENT,16.612727,0.396243
45,FULL,message,RECIPIENT,16.45852,0.524411
45,FULL,message,RECIPIENT,16.081402,0.404322
45,FULL,message,RECIPIENT,16.57808,0.377805
45,FULL,message,RECIPIENT,16.639713,0.446241
45,FULL,message,RECIPIENT,16.507256,0.25857
45,FULL,message,RECIPIENT,16.474725,0.502143
45,FULL,message,RECIPIENT,16.770299,0.431917
45,FULL,message,RECIPIENT,16.395226,0.389402
45,FULL,message,RECIPIENT,16.188572,0.296174
45,FULL,message,RECIPIENT,16.992332,0.392402
45,FULL,message,RECIPIENT,16.753204,0.394895
45,FULL,message,RECIPIENT,16.258884,0.397827
45,FULL,message,RECIPIENT,13.837526,0.419396
128,FULL,update,SENDER,48.623814,54.175225
128,FULL,update,RECIPIENT,51.304894,56.788887
128,FULL,update,RECIPIENT,52.26015,60.007431
128,FULL,update,RECIPIENT,52.705755,57.521501
128,FULL,update,RECIPIENT,51.801475,63.55148
128,FULL,update,RECIPIENT,52.867073,57.03376
128,FULL,update,RECIPIENT,51.769891,57.329771
128,FULL,update,RECIPIENT,52.894571,60.877257
128,FULL,update,RECIPIENT,51.884858,58.042448
128,FULL,update,RECIPIENT,51.730826,67.176055
128,FULL,update,RECIPIENT,52.821439,57.931837
128,FULL,update,RECIPIENT,52.605766,61.265637
128,FULL,update,RECIPIENT,51.538085,63.472661
128,FULL,update,RECIPIENT,52.857429,56.176597
128,FULL,update,RECIPIENT,50.216653,63.998248
128,FULL,update,RECIPIENT,51.912582,58.079998
128,FULL,update,RECIPIENT,52.377577,79.097901
128,FULL,update,RECIPIENT,52.531277,64.784532
128,FULL,update,RECIPIENT,52.298213,58.781273
128,FULL,update,RECIPIENT,52.528448,68.445293
128,FULL,update,RECIPIENT,52.751596,62.274595
128,FULL,update,RECIPIENT,52.994514,69.87063
128,FULL,update,RECIPIENT,51.719942,59.049277
128,FULL,update,RECIPIENT,51.388346,78.211615
128,FULL,update,RECIPIENT,53.32566,59.787306
128,FULL,update,RECIPIENT,52.527907,70.915712
128,FULL,update,RECIPIENT,52.800314,56.409272
128,FULL,update,RECIPIENT,52.03653,62.000548
128,FULL,update,RECIPIENT,51.515483,62.219732
128,FULL,update,RECIPIENT,52.480823,61.348427
128,FULL,update,RECIPIENT,52.611957,63.412582
128,FULL,update,RECIPIENT,52.656391,57.652475
128,FULL,update,RECIPIENT,52.13309,60.188251
128,FULL,update,RECIPIENT,51.737146,58.166593
128,FULL,update,RECIPIENT,52.414204,66.887352
128,FULL,update,RECIPIENT,52.855653,61.368471
128,FULL,update,RECIPIENT,50.873238,57.727021
128,FULL,update,RECIPIENT,52.642545,56.662645
128,FULL,update,RECIPIENT,52.914276,67.080153
128,FULL,update,RECIPIENT,52.779315,61.810201
128,FULL,update,RECIPIENT,52.411018,56.730258
128,FULL,update,RECIPIENT,53.012426,60.473442
128,FULL,update,RECIPIENT,51.464694,58.393351
128,FULL,update,RECIPIENT,52.673605,57.443959
128,FULL,update,RECIPIENT,52.794248,55.727089
128,FULL,update,RECIPIENT,52.503448,58.009924
128,FULL,update,RECIPIENT,52.533061,61.376782
128,FULL,update,RECIPIENT,52.760463,56.898387
128,FULL,update,RECIPIENT,52.22058,57.525827
128,FULL,update,RECIPIENT,52.299449,60.378489
128,FULL,update,RECIPIENT,52.699165,62.137637
128,FULL,update,RECIPIENT,52.559836,59.236575
128,FULL,update,RECIPIENT,52.147428,56.666707
128,FULL,update,RECIPIENT,50.911211,56.930449
128,FULL,update,RECIPIENT,51.602949,67.865871
128,FULL,update,RECIPIENT,52.523039,59.414818
128,FULL,update,RECIPIENT,51.377563,55.437423
128,FULL,update,RECIPIENT,52.927885,61.98583
128,FULL,update,RECIPIENT,51.714103,60.01413
128,FULL,update,RECIPIENT,52.858288,60.037498
128,FULL,update,RECIPIENT,51.210079,57.684812
128,FULL,update,RECIPIENT,52.612287,55.744807
128,FULL,update,RECIPIENT,52.368051,60.483901
128,FULL,update,RECIPIENT,52.9736,69.85969
128,FULL,update,RECIPIENT,52.302028,60.922764
128,FULL,update,RECIPIENT,51.188095,61.697238
128,FULL,update,RECIPIENT,52.989792,56.463201
128,FULL,update,RECIPIENT,53.02858,60.526622
128,FULL,update,RECIPIENT,53.153731,60.19315
128,FULL,update,RECIPIENT,52.066825,56.109929
128,FULL,update,RECIPIENT,52.381017,61.516338
128,FULL,update,RECIPIENT,53.089087,58.265697
128,FULL,update,RECIPIENT,52.814141,61.678779
128,FULL,update,RECIPIENT,53.041732,61.602907
128,FULL,update,RECIPIENT,52.944794,57.729165
128,FULL,update,RECIPIENT,52.693514,62.775846
128,FULL,update,RECIPIENT,52.657284,61.314665
128,FULL,update,RECIPIENT,53.278895,56.437727
128,FULL,update,RECIPIENT,53.029528,56.5287
128,FULL,update,RECIPIENT,52.958938,69.024662
128,FULL,update,RECIPIENT,52.71154,58.529814
128,FULL,update,RECIPIENT,53.08431,55.47647
128,FULL,update,RECIPIENT,53.005798,59.728737
128,FULL,update,RECIPIENT,52.606269,59.120002
128,FULL,update,RECIPIENT,52.688817,59.992484
128,FULL,update,RECIPIENT,52.259788,61.37234
128,FULL,update,RECIPIENT,52.010781,64.9754
128,FULL,update,RECIPIENT,52.650667,55.948852
128,FULL,update,RECIPIENT,53.222031,64.406368
128,FULL,update,RECIPIENT,52.32776,82.447247
128,FULL,update,RECIPIENT,52.990176,71.522866
128,FULL,update,RECIPIENT,52.137603,61.35117
128,FULL,update,RECIPIENT,53.050558,58.412167
128,FULL,update,RECIPIENT,52.028158,59.128951
128,FULL,update,RECIPIENT,52.960477,62.827324
128,FULL,update,RECIPIENT,51.635238,67.428319
128,FULL,update,RECIPIENT,52.624397,75.086622
128,FULL,update,RECIPIENT,52.337388,62.121117
128,FULL,update,RECIPIENT,52.837763,64.885928
128,FULL,update,RECIPIENT,52.110084,62.406008
128,FULL,update,RECIPIENT,52.008474,70.033265
128,FULL,update,RECIPIENT,52.808204,81.457904
128,FULL,update,RECIPIENT,52.920385,62.208372
128,FULL,update,RECIPIENT,53.045042,61.706349
128,FULL,update,RECIPIENT,52.826437,58.943081
128,FULL,update,RECIPIENT,52.615413,59.352334
128,FULL,update,RECIPIENT,52.349974,59.084011
128,FULL,update,RECIPIENT,52.974591,61.046384
128,FULL,update,RECIPIENT,52.905475,72.69217
128,FULL,update,RECIPIENT,51.918765,58.918914
128,FULL,update,RECIPIENT,52.72785,67.925179
128,FULL,update,RECIPIENT,52.705458,56.590441
128,FULL,update,RECIPIENT,51.267952,58.713534
128,FULL,update,RECIPIENT,52.219121,61.206749
128,FULL,update,RECIPIENT,52.77877,60.24736
128,FULL,update,RECIPIENT,53.072833,59.02883
128,FULL,update,RECIPIENT,53.106632,60.985009
128,FULL,update,RECIPIENT,51.940534,57.135221
128,FULL,update,RECIPIENT,53.224394,63.5803
128,FULL,update,RECIPIENT,51.746518,73.194674
128,FULL,update,RECIPIENT,52.834371,59.24958
128,FULL,update,RECIPIENT,52.850622,57.181147
128,FULL,update,RECIPIENT,51.270701,55.183083
128,FULL,update,RECIPIENT,51.967322,60.159273
